,ID,Text,Sentiment (Label),Timestamp,User,Source,Topic,Retweets,Likes,Country,Year,Month,Day,Hour,new_sentiment,new_text,Topic1,Topic2
418,423,Marveling at the kaleidoscope of colors in a vibrant street market. , Marvel       ,8/22/2015 15:00, MarketExplorer , Instagram ,Marvel  ColorfulStreetMarket          ,22,45, Brazil          ,2015,8,22,15,Positive,"['marveling', 'kaleidoscope', 'color', 'vibrant', 'street', 'market']",Marvel, ColorfulStreetMarket          
419,424,Awash with serenity as the sun sets over a tranquil lakeside retreat. , Serenity   ,11/20/2020 18:45, LakesideRetreater , Facebook ,Serenity  TranquilSunset              ,28,55, Germany       ,2020,11,20,18,Neutral,"['awash', 'serenity', 'sun', 'set', 'tranquil', 'lakeside', 'retreat']",Serenity, TranquilSunset              
420,425,Drowning in sorrow as memories of lost love resurface.            , Heartbreak    ,8/5/2019 21:00, LostInLove      , Instagram ,Heartbreak  LostLove                    ,15,30, USA             ,2019,8,5,21,Negative,"['drowning', 'sorrow', 'memory', 'lost', 'love', 'resurface']",Heartbreak, LostLove                    
421,426,Numbness sets in as the weight of loneliness grows heavier.       , Loneliness    ,2/12/2021 16:45, SolitudeSeeker , Twitter  ,Loneliness  HeavyHeart                  ,18,35, Canada          ,2021,2,12,16,Negative,"['numbness', 'set', 'weight', 'loneliness', 'grows', 'heavier']",Loneliness, HeavyHeart                  
422,427,"Tears fall like raindrops, mourning the end of a cherished friendship. ", Grief      ,11/28/2020 14:20, FriendshipsEnd  , Facebook ,Grief  LostFriendship                  ,22,45, UK              ,2020,11,28,14,Negative,"['tear', 'fall', 'like', 'raindrop', 'mourning', 'end', 'cherished', 'friendship']",Grief, LostFriendship                  
423,428,"Despair clouds the mind, feeling adrift in an endless sea of darkness. ", Despair   ,5/15/2016 22:30, LostInDarkness  , Instagram ,Despair  EndlessDarkness               ,28,55, Australia        ,2016,5,15,22,Negative,"['despair', 'cloud', 'mind', 'feeling', 'adrift', 'endless', 'sea', 'darkness']",Despair, EndlessDarkness               
424,429,"Shattered by betrayal, trust crumbles like fragile glass.          ", Betrayal      ,9/10/2018 13:15, BrokenTrust     , Twitter  ,Betrayal  ShatteredTrust               ,22,45, Germany         ,2018,9,10,13,Negative,"['shattered', 'betrayal', 'trust', 'crumbles', 'like', 'fragile', 'glass']",Betrayal, ShatteredTrust               
425,430,"Aching heart, the symphony of pain plays in the silence of solitude. ", Suffering ,3/20/2022 19:30, SilentSufferer  , Facebook ,Suffering  HeartacheSymphony          ,25,50, Brazil          ,2022,3,20,19,Negative,"['aching', 'heart', 'symphony', 'pain', 'play', 'silence', 'solitude']",Suffering, HeartacheSymphony          
426,431,"Emotional storm, a whirlwind of sadness engulfs every thought.    ", EmotionalStorm ,7/18/2017 17:45, StormyFeelings  , Instagram ,EmotionalStorm  SadnessWhirlwind      ,30,60, India          ,2017,7,18,17,Neutral,"['emotional', 'storm', 'whirlwind', 'sadness', 'engulfs', 'every', 'thought']",EmotionalStorm, SadnessWhirlwind      
427,432,"Haunted by regrets, the ghost of the past lingers relentlessly.   ", Regret        ,12/15/2018 10:00, LingeringGhost  , Twitter  ,Regret  HauntedPast                    ,18,35, France         ,2018,12,15,10,Negative,"['haunted', 'regret', 'ghost', 'past', 'lingers', 'relentlessly']",Regret, HauntedPast                    
428,433,"Torn apart by grief, the echoes of loss reverberate through the soul. ", Grief      ,6/28/2015 21:15, EchoesOfLoss    , Facebook ,Grief  TornApart                       ,28,55, Italy         ,2015,6,28,21,Negative,"['torn', 'apart', 'grief', 'echo', 'loss', 'reverberate', 'soul']",Grief, TornApart                       
429,434,"Isolation deepens, an emotional winter where warmth is but a distant memory. ", Isolation ,4/2/2020 14:20, WinterOfEmotions , Instagram ,Isolation  EmotionalWinter            ,35,70, Japan       ,2020,4,2,14,Negative,"['isolation', 'deepens', 'emotional', 'winter', 'warmth', 'distant', 'memory']",Isolation, EmotionalWinter            
430,435,"Soul-crushing disappointment, hopes shattered like fragile glass. ", Disappointment ,10/8/2019 18:30, ShatteredHopes  , Twitter  ,Disappointment  CrushedHopes          ,20,40, Spain        ,2019,10,8,18,Negative,"['soulcrushing', 'disappointment', 'hope', 'shattered', 'like', 'fragile', 'glass']",Disappointment, CrushedHopes          
431,436,"Painful echoes of a love once cherished, now lost in the abyss of time. ", LostLove ,11/22/2016 9:45, AbyssOfTime     , Facebook ,LostLove  PainfulEchoes               ,22,45, Netherlands  ,2016,11,22,9,Neutral,"['painful', 'echo', 'love', 'cherished', 'lost', 'abyss', 'time']",LostLove, PainfulEchoes               
432,437,"Heartache deepens, a solitary journey through the abyss of despair. ", Despair   ,8/18/2022 22:00, SolitaryDescent , Instagram ,Despair  AbyssOfHeartache             ,40,80, South Africa ,2022,8,18,22,Negative,"['heartache', 'deepens', 'solitary', 'journey', 'abyss', 'despair']",Despair, AbyssOfHeartache             
433,438,"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ", Melancholy ,3/12/2017 23:30, SerenadeOfSolitude , Twitter ,Melancholy  QuietSerenade             ,18,35, UK         ,2017,3,12,23,Negative,"['melancholy', 'lingers', 'bittersweet', 'serenade', 'quietude', 'solitude']",Melancholy, QuietSerenade             
434,439,"Bitterness like a poison, seeping into every crevice of the wounded heart. ", Bitterness ,12/15/2015 16:15, PoisonedHeart   , Facebook ,Bitterness  WoundedHeart              ,25,50, Australia   ,2015,12,15,16,Negative,"['bitterness', 'like', 'poison', 'seeping', 'every', 'crevice', 'wounded', 'heart']",Bitterness, WoundedHeart              
435,440,"Emotional exhaustion, the weight of the world crushing weary shoulders. ", Exhaustion ,9/5/2021 13:30, WearySoulCrushed , Instagram ,Exhaustion  CrushedSpirit             ,35,70, Canada     ,2021,9,5,13,Negative,"['emotional', 'exhaustion', 'weight', 'world', 'crushing', 'weary', 'shoulder']",Exhaustion, CrushedSpirit             
436,441,"Sorrowful echoes, a symphony of pain played by the strings of loss. ", Sorrow      ,5/22/2018 20:45, StringsOfSorrow , Twitter  ,Sorrow  SymphonyOfLoss                ,18,35, Germany     ,2018,5,22,20,Negative,"['sorrowful', 'echo', 'symphony', 'pain', 'played', 'string', 'loss']",Sorrow, SymphonyOfLoss                
437,442,"Darkness descends, engulfing the soul in the shadows of despair.  ", Darkness     ,7/10/2016 18:20, SoulInShadow    , Facebook ,Darkness  SoulEngulfed                 ,28,55, USA         ,2016,7,10,18,Negative,"['darkness', 'descends', 'engulfing', 'soul', 'shadow', 'despair']",Darkness, SoulEngulfed                 
438,443,"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ", Desperation ,4/30/2019 14:00, WhisperedDespair , Instagram ,Desperation  GlimmerOfHope            ,22,45, France    ,2019,4,30,14,Negative,"['desperation', 'whisper', 'silent', 'plea', 'glimmer', 'hope', 'abyss']",Desperation, GlimmerOfHope            
439,444,"Heart in ruins, the remnants of shattered dreams scattered in the wind. ", Ruins      ,1/8/2022 11:30, DreamsInWind    , Twitter  ,Ruins  ShatteredDreams                ,20,40, Brazil     ,2022,1,8,11,Negative,"['heart', 'ruin', 'remnant', 'shattered', 'dream', 'scattered', 'wind']",Ruins, ShatteredDreams                
440,445,"Shattered by the echoes of a shattered dream, fragments of hope scattered. ", Desolation ,9/10/2017 19:15, DreamEchoes , Twitter ,Desolation  ScatteredHope ,20,40, Australia ,2017,9,10,19,Neutral,"['shattered', 'echo', 'shattered', 'dream', 'fragment', 'hope', 'scattered']",Desolation, ScatteredHope 
441,446,"Avoiding the thorns of regret, walking barefoot on the path of remorse. ", Regret ,4/18/2022 11:30, RemorseWalker , Instagram ,Regret  PathOfRemorse ,25,50, Canada ,2022,4,18,11,Negative,"['avoiding', 'thorn', 'regret', 'walking', 'barefoot', 'path', 'remorse']",Regret, PathOfRemorse 
442,447,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ", Grief ,12/5/2018 21:45, JoyLabyrinth , Facebook ,Grief  LostJoyFootsteps ,18,35, USA ,2018,12,5,21,Negative,"['labyrinth', 'grief', 'wall', 'echo', 'footstep', 'lost', 'joy']",Grief, LostJoyFootsteps 
443,448,"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ", Loneliness ,6/28/2016 14:20, SolitudeSeas , Twitter ,Loneliness  CrashingWaves ,22,45, UK ,2016,6,28,14,Negative,"['soul', 'adrift', 'sea', 'solitude', 'wave', 'loneliness', 'crashing', 'relentlessly']",Loneliness, CrashingWaves 
444,449,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ", Bitterness ,10/22/2019 17:00, PalateStainer , Instagram ,Bitterness  StainedTrust ,15,30, Germany ,2019,10,22,17,Negative,"['bitterness', 'betrayal', 'taste', 'lingers', 'staining', 'palate', 'trust']",Bitterness, StainedTrust 
445,450,"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ", Desolation ,3/15/2021 22:45, HopeRuins , Facebook ,Desolation  WhisperedLoss ,28,55, Brazil ,2021,3,15,22,Neutral,"['ruin', 'hope', 'echo', 'shattered', 'dream', 'whisper', 'tale', 'loss']",Desolation, WhisperedLoss 
446,451,"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ", Heartbreak ,8/10/2017 19:30, OceanSinker , Twitter ,Heartbreak  RippleOfDespair ,22,45, France ,2017,8,10,19,Negative,"['sinking', 'like', 'stone', 'ocean', 'heartbreak', 'ripple', 'sigh', 'despair']",Heartbreak, RippleOfDespair 
447,452,"Tears, the ink staining the pages of a journal, a testament to silent grief. ", Grief ,1/28/2023 14:30, InkJournalist , Instagram ,Grief  SilentTears ,30,60, India ,2023,1,28,14,Negative,"['tear', 'ink', 'staining', 'page', 'journal', 'testament', 'silent', 'grief']",Grief, SilentTears 
448,453,"In the wasteland of lost trust, the echoes of broken promises reverberate. ", Betrayal ,12/12/2016 10:00, TrustWasteland , Facebook ,Betrayal  ReverberatingPromises ,25,50, Italy ,2016,12,12,10,Negative,"['wasteland', 'lost', 'trust', 'echo', 'broken', 'promise', 'reverberate']",Betrayal, ReverberatingPromises 
449,454,"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ", Resilience ,7/18/2020 15:15, DreamTightrope , Twitter ,Resilience  TightropeWalk ,35,70, Japan ,2020,7,18,15,Neutral,"['avoiding', 'shard', 'shattered', 'dream', 'walking', 'tightrope', 'resilience']",Resilience, TightropeWalk 
450,455,"Suffocating in the silence of solitude, where echoes of laughter once thrived. ", Isolation ,5/20/2022 20:30, EchoedLaughter , Instagram ,Isolation  SilentSolitude ,30,60, South Africa ,2022,5,20,20,Negative,"['suffocating', 'silence', 'solitude', 'echo', 'laughter', 'thrived']",Isolation, SilentSolitude 
451,456,"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ", Regret ,11/8/2019 14:45, PossibilityGhost , Twitter ,Regret  FadingPossibilities ,18,35, Spain ,2019,11,8,14,Negative,"['haunted', 'specter', 'lost', 'possibility', 'ghost', 'refuse', 'fade', 'away']",Regret, FadingPossibilities 
452,457,"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ", Despair ,3/28/2017 22:00, EndlessLabyrinth , Facebook ,Despair  EndlessReverberation ,28,55, Australia ,2017,3,28,22,Negative,"['labyrinth', 'despair', 'echo', 'broken', 'heart', 'reverberate', 'endlessly']",Despair, EndlessReverberation 
453,458,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ", Sorrow ,9/15/2020 18:15, RiverOfSorrow , Instagram ,Sorrow  AutumnLeaves ,22,45, Canada ,2020,9,15,18,Negative,"['sinking', 'like', 'autumn', 'leaf', 'river', 'sorrow', 'carried', 'away', 'current']",Sorrow, AutumnLeaves 
454,459,"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ", Desolation ,6/10/2018 13:30, DreamGardener , Twitter ,Desolation  ShatteredHopes ,20,40, UK ,2018,6,10,13,Neutral,"['garden', 'broken', 'dream', 'petal', 'fall', 'silent', 'testimony', 'shattered', 'hope']",Desolation, ShatteredHopes 
455,460,"Tears, the currency of grief, spent in the marketplace of lost love and longing. ", Grief ,12/22/2016 21:45, CurrencyOfTears , Facebook ,Grief  LostLoveLonging ,25,50, USA ,2016,12,22,21,Negative,"['tear', 'currency', 'grief', 'spent', 'marketplace', 'lost', 'love', 'longing']",Grief, LostLoveLonging 
456,461,"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ", Betrayal ,1/5/2021 16:20, MazeWanderer , Instagram ,Betrayal  ClosingWalls ,15,30, Germany ,2021,1,5,16,Negative,"['wandering', 'maze', 'betrayal', 'wall', 'closing', 'every', 'wrong', 'turn']",Betrayal, ClosingWalls 
457,462,"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ", Heartbreak ,4/18/2019 11:00, StormSeeker , Twitter ,Heartbreak  CalmAfterStorm ,22,45, Brazil ,2019,4,18,11,Negative,"['soul', 'weathered', 'storm', 'heartbreak', 'seeking', 'refuge', 'calm']",Heartbreak, CalmAfterStorm 
458,463,"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ", Despair ,8/28/2017 19:30, TapestrySorrow , Facebook ,Despair  UnraveledHope ,18,35, India ,2017,8,28,19,Negative,"['tapestry', 'despair', 'thread', 'hope', 'unravel', 'leaving', 'portrait', 'sorrow']",Despair, UnraveledHope 
459,464,"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ", Loss ,2/10/2023 14:30, WitheredRose , Instagram ,Loss  SilentSurrender ,28,55, France ,2023,2,10,14,Negative,"['like', 'withered', 'rose', 'garden', 'love', 'petal', 'fall', 'silent', 'surrender', 'time']",Loss, SilentSurrender 
460,465,"In the void of heartache, echoes of a love song play, each note a pang of longing. ", Heartache ,7/10/2022 22:15, LoveSongEcho , Instagram ,Heartache  LoveSongLonging ,30,60, Japan ,2022,7,10,22,Neutral,"['void', 'heartache', 'echo', 'love', 'song', 'play', 'note', 'pang', 'longing']",Heartache, LoveSongLonging 
461,466,"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ", Nostalgia ,5/15/2019 21:30, MoonlitMemories , Twitter ,Nostalgia  CherishedMemories ,18,35, Italy ,2019,5,15,21,Neutral,"['nostalgia', 'bittersweet', 'dance', 'moonlit', 'ballroom', 'cherished', 'memory']",Nostalgia, CherishedMemories 
462,467,"In the symphony of grief, each tear is a note, composing a melancholic melody. ", Grief ,11/28/2018 14:00, SymphonyOfTears , Facebook ,Grief  MelancholicMelody ,22,45, Germany ,2018,11,28,14,Negative,"['symphony', 'grief', 'tear', 'note', 'composing', 'melancholic', 'melody']",Grief, MelancholicMelody 
463,468,"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ", Betrayal ,3/2/2021 17:45, VenomousGarden , Instagram ,Betrayal  PoisonedTrust ,25,50, Canada ,2021,3,2,17,Negative,"['betrayal', 'venomous', 'serpent', 'slithering', 'garden', 'trust', 'poisoning', 'root']",Betrayal, PoisonedTrust 
464,469,"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ", Despair ,10/18/2016 19:30, QuicksandFighter , Twitter ,Despair  DeepDescent ,20,40, USA ,2016,10,18,19,Negative,"['sinking', 'quicksand', 'despair', 'harder', 'fight', 'deeper', 'descend']",Despair, DeepDescent 
465,470,"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ", Desolation ,8/15/2020 12:30, DreamCemetery , Facebook ,Desolation  UntoldSorrows ,28,55, France ,2020,8,15,12,Neutral,"['wandering', 'cemetery', 'lost', 'dream', 'tombstone', 'marking', 'untold', 'sorrow']",Desolation, UntoldSorrows 
466,471,"Swept away by the river of regret, the currents of the past refusing to release. ", Regret ,4/28/2017 16:20, RegretRiver , Instagram ,Regret  PastCurrents ,18,35, UK ,2017,4,28,16,Negative,"['swept', 'away', 'river', 'regret', 'current', 'past', 'refusing', 'release']",Regret, PastCurrents 
467,472,"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ", Loss ,9/10/2019 21:00, HeartAttic , Twitter ,Loss  ForgottenLove ,22,45, Australia ,2019,9,10,21,Negative,"['whisper', 'lost', 'love', 'linger', 'attic', 'heart', 'forgotten', 'erased']",Loss, ForgottenLove 
468,473,"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ", Betrayal ,1/28/2022 13:45, PromiseGallery , Facebook ,Betrayal  ShatteredVows ,15,30, Brazil ,2022,1,28,13,Negative,"['gallery', 'broken', 'promise', 'shattered', 'vow', 'framed', 'painful', 'exhibition']",Betrayal, ShatteredVows 
469,474,"The echoes of solitude, a silent conversation between a soul and its shadows. ", Solitude ,6/15/2016 22:30, EchoedConversation , Instagram ,Solitude  ShadowConversation ,30,60, Spain ,2016,6,15,22,Neutral,"['echo', 'solitude', 'silent', 'conversation', 'soul', 'shadow']",Solitude, ShadowConversation 
470,475,"Dancing on sunshine, each step a celebration of the joy found in simple moments. ", Joy ,8/20/2021 15:45, SunshineDancer , Instagram ,Joy  SimpleMoments ,40,80, USA ,2021,8,20,15,Positive,"['dancing', 'sunshine', 'step', 'celebration', 'joy', 'found', 'simple', 'moment']",Joy, SimpleMoments 
471,476,"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ", Happiness ,4/12/2018 18:30, EchoedLaughter , Twitter ,Happiness  SpiritLifter ,35,70, Canada ,2018,4,12,18,Positive,"['laughter', 'echo', 'air', 'chorus', 'happiness', 'lift', 'spirit', 'higher']",Happiness, SpiritLifter 
472,477,"In the garden of contentment, each bloom whispers tales of inner peace and joy. ", Contentment ,2/15/2022 12:20, GardenOfJoy , Facebook ,Contentment  InnerPeace ,25,50, UK ,2022,2,15,12,Positive,"['garden', 'contentment', 'bloom', 'whisper', 'tale', 'inner', 'peace', 'joy']",Contentment, InnerPeace 
473,478,"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ", Enthusiasm ,10/28/2019 14:15, DreamChaser , Instagram ,Enthusiasm  HopefulJourney ,30,60, Australia ,2019,10,28,14,Positive,"['chasing', 'dream', 'vibrant', 'sky', 'journey', 'fueled', 'hope', 'enthusiasm']",Enthusiasm, HopefulJourney 
474,479,"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ", Gratitude ,12/22/2017 21:00, StarSerenader , Twitter ,Gratitude  ThankfulMelody ,22,45, India ,2017,12,22,21,Positive,"['serenading', 'star', 'heart', 'full', 'gratitude', 'melody', 'thankfulness']",Gratitude, ThankfulMelody 
475,480,"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ", Accomplishment ,6/10/2020 17:30, GlowAchiever , Facebook ,Accomplishment  HappinessMilestone ,28,55, Germany ,2020,6,10,17,Neutral,"['basking', 'glow', 'accomplishment', 'milestone', 'stepping', 'stone', 'happiness']",Accomplishment, HappinessMilestone 
476,481,"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ", Positivity ,9/18/2016 19:45, DanceHarmony , Instagram ,Positivity  SoulUpliftment ,18,35, France ,2016,9,18,19,Positive,"['dance', 'positivity', 'every', 'step', 'rhythm', 'uplifting', 'soul', 'harmony']",Positivity, SoulUpliftment 
477,482,"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ", Joy ,3/10/2023 14:30, LaughterCup , Twitter ,Joy  CherishedMoment ,20,40, Japan ,2023,3,10,14,Positive,"['overflowing', 'joy', 'cup', 'laughter', 'shared', 'friend', 'moment', 'cherished']",Joy, CherishedMoment 
478,483,"Draped in the warmth of kindness, a quilt of compassion stitched with love. ", Kindness ,5/5/2019 12:15, QuiltedCompassion , Facebook ,Kindness  LoveStitches ,25,50, Brazil ,2019,5,5,12,Positive,"['draped', 'warmth', 'kindness', 'quilt', 'compassion', 'stitched', 'love']",Kindness, LoveStitches 
479,484,"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ", Friendship ,8/28/2018 16:00, FriendshipGarden , Instagram ,Friendship  CamaraderieBlooms ,30,60, South Africa ,2018,8,28,16,Positive,"['garden', 'friendship', 'bloom', 'testament', 'beauty', 'camaraderie']",Friendship, CamaraderieBlooms 
480,485,"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ", Love ,11/15/2022 20:45, MelodyOfLove , Twitter ,Love  RhythmOfAffection ,35,70, USA ,2022,11,15,20,Positive,"['embrace', 'love', 'heartbeat', 'melody', 'dancing', 'rhythm', 'affection']",Love, RhythmOfAffection 
481,486,"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ", Joy ,7/2/2019 17:00, ColorfulLaughter , Instagram ,Joy  EndlessSmiles ,40,80, Canada ,2019,7,2,17,Positive,"['surrounded', 'color', 'joy', 'canvas', 'painted', 'laughter', 'endless', 'smile']",Joy, EndlessSmiles 
482,487,"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ", Excitement ,4/18/2021 14:20, SymphonyFervor , Facebook ,Excitement  IgnitedSoul ,30,60, UK ,2021,4,18,14,Positive,"['symphony', 'excitement', 'note', 'burst', 'energy', 'igniting', 'soul', 'fervor']",Excitement, IgnitedSoul 
483,488,"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ", Surprise ,2/5/2023 19:30, WrappedDelight , Twitter ,Surprise  WonderfulMoment ,25,50, Australia ,2023,2,5,19,Positive,"['surprise', 'gift', 'wrapped', 'anticipation', 'unfolds', 'moment', 'delight', 'wonder']",Surprise, WonderfulMoment 
484,489,"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ", Curiosity ,9/22/2018 12:45, MazeDiscovery , Instagram ,Curiosity  TreasuresOfDiscovery ,22,45, India ,2018,9,22,12,Neutral,"['lost', 'maze', 'curiosity', 'twist', 'turn', 'unveils', 'treasure', 'discovery']",Curiosity, TreasuresOfDiscovery 
485,490,"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ", Gratitude ,12/10/2016 21:15, CloudsOfBlessings , Facebook ,Gratitude  ShowerOfThankfulness ,28,55, Germany ,2016,12,10,21,Positive,"['floating', 'cloud', 'gratitude', 'raindrop', 'blessing', 'shower', 'thankfulness']",Gratitude, ShowerOfThankfulness 
486,491,"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ", Inspiration ,5/28/2020 16:00, CometCreativity , Twitter ,Inspiration  BrilliantTrails ,18,35, France ,2020,5,28,16,Positive,"['like', 'comet', 'inspiration', 'streaking', 'sky', 'creativity', 'leaving', 'trail', 'brilliance']",Inspiration, BrilliantTrails 
487,492,"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ", Success ,11/15/2017 22:30, FireworksTriumph , Instagram ,Success  NightSkyTriumph ,22,45, Japan ,2017,11,15,22,Positive,"['celebration', 'success', 'firework', 'accomplishment', 'light', 'night', 'sky', 'triumph']",Success, NightSkyTriumph 
488,493,"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ", Happiness ,8/2/2021 19:00, LaughterSymphony , Facebook ,Happiness  BoundlessLaughter ,30,60, Brazil ,2021,8,2,19,Positive,"['symphony', 'laughter', 'note', 'key', 'unlocking', 'door', 'boundless', 'happiness']",Happiness, BoundlessLaughter 
489,494,"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ", Thrill ,3/28/2019 15:30, EmotionCarnival , Instagram ,Thrill  WildHeartRide ,35,70, South Africa ,2019,3,28,15,Positive,"['carnival', 'emotion', 'rollercoaster', 'thrill', 'sends', 'heart', 'wild', 'ride']",Thrill, WildHeartRide 
490,495,"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ", Reflection ,5/12/2018 17:30, ParisDreamer , Twitter ,Reflection  ParisianDreams ,28,55, France ,2018,5,12,17,Neutral,"['standing', 'grandeur', 'eiffel', 'tower', 'moment', 'reflect', 'beauty', 'parisian', 'dream']",Reflection, ParisianDreams 
491,496,"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ", Enchantment ,9/28/2022 15:45, DisneylandExplorer , Instagram ,Enchantment  ChildhoodFantasies ,30,60, USA ,2022,9,28,15,Neutral,"['lost', 'enchantment', 'disneyland', 'ride', 'journey', 'realm', 'childhood', 'fantasy']",Enchantment, ChildhoodFantasies 
492,497,"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ", Excitement ,11/10/2019 14:00, FerrariSpeedster , Facebook ,Excitement  SymphonyOfSpeed ,22,45, Italy ,2019,11,10,14,Positive,"['exploring', 'wonder', 'ferrari', 'world', 'roar', 'engine', 'creating', 'symphony', 'speed']",Excitement, SymphonyOfSpeed 
493,498,"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ", Joy ,4/2/2021 18:20, KeukenhofAdventurer , Instagram ,Joy  SpringtimeColors ,35,70, Netherlands ,2021,4,2,18,Positive,"['amidst', 'tulip', 'field', 'keukenhof', 'tapestry', 'color', 'paint', 'soul', 'springtime', 'joy']",Joy, SpringtimeColors 
494,499,"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ", Exploration ,8/22/2017 21:30, KyotoAdventurer , Twitter ,Exploration  JapaneseTraditions ,18,35, Japan ,2017,8,22,21,Positive,"['wandering', 'historical', 'street', 'kyoto', 'step', 'journey', 'heart', 'japan', 'tradition']",Exploration, JapaneseTraditions 
495,500,"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ", Awe ,6/15/2020 16:45, CanyonMarveler , Instagram ,Awe  EarthsGrandeur ,25,50, USA ,2020,6,15,16,Neutral,"['embrace', 'grand', 'canyon', 'nature', 'masterpiece', 'moment', 'marvel', 'earth', 'grandeur']",Awe, EarthsGrandeur 
496,501,"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ", Serenity ,9/10/2016 19:15, SantoriniTraveler , Facebook ,Serenity  SunsetHues ,22,45, Greece ,2016,9,10,19,Neutral,"['journeying', 'serenity', 'santorini', 'sunset', 'paint', 'sky', 'hue', 'tranquility']",Serenity, SunsetHues 
497,502,"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization. ", Amazement ,1/28/2023 13:00, PetraExplorer , Twitter ,Amazement  AncientTales ,30,60, Jordan ,2023,1,28,13,Positive,"['amazed', 'architectural', 'marvel', 'petra', 'stone', 'telling', 'tale', 'ancient', 'civilization']",Amazement, AncientTales 
498,503,"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city. ", Romance ,4/18/2019 16:30, VeniceRomantic , Instagram ,Romance  TimelessCity ,20,40, Italy ,2019,4,18,16,Positive,"['embarking', 'gondola', 'ride', 'venice', 'canal', 'reflecting', 'romance', 'timeless', 'city']",Romance, TimelessCity 
499,504,"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations. ", Awe ,11/5/2017 22:00, MachuPicchuAdventurer , Facebook ,Awe  AncientCivilizations ,28,55, Peru ,2017,11,5,22,Neutral,"['summit', 'machu', 'picchu', 'breathtaking', 'panorama', 'whisper', 'secret', 'ancient', 'civilization']",Awe, AncientCivilizations 
500,505,"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy. ", Excitement ,7/20/2022 21:45, TimesSquareExplorer , Instagram ,Excitement  UrbanEnergy ,35,70, USA ,2022,7,20,21,Positive,"['heart', 'new', 'york', 'city', 'time', 'square', 'dazzle', 'light', 'vibrant', 'spectacle', 'urban', 'energy']",Excitement, UrbanEnergy 
501,506,"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor. ", Captivation ,3/15/2018 17:30, ColosseumAdventurer , Twitter ,Captivation  GladiatorTales ,25,50, Italy ,2018,3,15,17,Neutral,"['captivated', 'historical', 'charm', 'colosseum', 'stone', 'echoing', 'tale', 'gladiator', 'valor']",Captivation, GladiatorTales 
